scene_id,qx,qy,qz,qw,x,y,z,width,label
e081fa17d7eb47a0af9d6d5a23e29151,0.8466411532121274,-0.34485038783162,-0.27550436748626606,0.2972781714085526,0.1709477724951151,0.17309787886331882,0.1509231460056357,0.05411197355403826,1
e081fa17d7eb47a0af9d6d5a23e29151,-0.08645831447374835,-0.8806497794587562,0.22942591849415395,0.40539446681068114,0.2895475984598991,0.08642310972359184,0.08522818662289633,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.7055592322314014,-0.5957700208436385,-0.032574154690008045,-0.3823390857906597,0.04101283812504431,0.051206209897593925,0.12114091399229941,0.03778451372777386,1
e081fa17d7eb47a0af9d6d5a23e29151,0.14220447230333289,-0.7232347154580343,-0.6534362198270703,0.17242546514762688,0.2335557656736124,0.030618347558842032,0.059208667932659075,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.05576353128664747,-0.870038563044258,-0.4788326528355459,0.10316306496416053,0.237297547681989,0.02268620559901382,0.0841725161272842,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.09574976232306187,-0.8908828161003071,-0.2967173554849606,-0.3303310490194272,0.10294452578602717,0.17436200092406662,0.1369603488607673,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.1538450432276333,-0.7389190939325849,-0.623411502456613,0.20417730995613603,0.2622014751715993,0.0030777102452575963,0.062164935374802804,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.3337762709499801,0.6088375403659786,0.6848396184667205,0.22114462998270523,0.09499993409349931,0.15636126915502097,0.08770217932443568,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.1874182622288828,-0.693146177354938,0.39860413293537744,-0.5705589513873027,0.1038791454577645,0.14631780498050156,0.062405964519621264,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.4891623954783809,-0.7862739986455626,0.1379938063163394,0.35135602929521315,0.08395175589144585,0.0933087891187485,0.11327206925199362,0.050453408267046224,1
e081fa17d7eb47a0af9d6d5a23e29151,0.22122413924979403,-0.6927509098250839,0.5200077803931149,-0.4480490659295388,0.0161410288117843,0.12190790654886852,0.05908427100027361,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.823663243924043,-0.36462901627667393,-0.14037817952934425,0.4109969681270835,0.12184284346778035,0.2606262456658986,0.15255384159711846,0.04945845212924216,1
e081fa17d7eb47a0af9d6d5a23e29151,0.21280241849487702,-0.6935915832386701,0.6134987389517436,-0.3118736020374705,0.09662799791906362,0.21862420503652685,0.06910493755798042,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.21590541554505985,-0.6797939218128939,-0.6332587612186831,-0.30041374260233034,0.09227093399804996,0.14536478631858454,0.0594281348054633,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.06892056162972947,-0.9185226246771885,0.33446751234021455,0.19924263431735678,0.08792230608816501,0.1043201850363294,0.09848704570981846,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.21521845825069547,-0.6843653038752402,-0.6262099393957901,-0.3052642427174608,0.0712933763018751,0.1441940565932323,0.08784973852544659,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.29442283190158847,0.6217944142234718,0.6954181210543958,-0.20755852043390668,0.09518532857304408,0.05223364310016297,0.08573551212413397,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.06311544291105493,-0.9225472177519132,-0.3345919261942624,-0.18158005069378869,0.03442689888842488,0.044438419309632576,0.06689658531224421,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.13887084612256023,-0.7300197149467229,-0.6469599908374069,-0.17096454059825447,0.1267959082948876,0.08608709109523449,0.057333456794767895,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.1312213361660913,-0.8176770947539858,0.3108049785761724,-0.4664604966572542,0.1512747312299948,0.08830453677256543,0.08244390853644439,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.22528825609526448,-0.6879300461192354,0.5410627147552748,-0.4280754513092211,0.12605228238307767,0.14150189920567244,0.07198196791005186,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.22908629902592356,-0.6775377556304075,0.5395284336526072,-0.444264703273037,0.13934874642381662,0.12642646372518968,0.07616579659808181,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.33304282931931456,0.620122321971082,0.6733992331867522,0.2259740081860607,0.10076137163359004,0.16682892425506435,0.08109222349945748,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.19931919617063826,-0.6904588986618674,0.6439689570162404,-0.262378256903935,0.18769513887282877,0.0913169661996706,0.06697091454061091,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.6256574159379191,-0.2882717405404341,0.7112511419590388,0.13990716403972184,0.19449473610024348,0.12231745990231077,0.07047723422335975,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.16792839158331524,-0.7333778638868669,0.6175190197473793,-0.22940624296477333,0.19438701393719227,0.0929315718974929,0.07413102654345229,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.0640002644929774,-0.9197423053475744,-0.3436359922969611,-0.17858432937086377,0.04746721285877391,0.07203868619729394,0.09646141822969014,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.13253531562635537,-0.8361101149344702,0.3440672591783596,-0.4061674371211718,0.12738334872022733,0.11747841381298187,0.09201863399010966,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.00010268512628668369,-0.999895937624348,-0.00934098181775711,0.010993154086569977,0.2272123284652517,0.07543247102102854,0.1256678150979414,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.07935096265785026,-0.8992811871839116,0.38230973443170563,0.19706861257218483,0.09971417626307119,0.09011871708033788,0.0589191220287653,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.9285839752367344,-0.31949943111886403,-0.1101735452889792,0.15334178936846768,0.1529211379537234,0.17347631199815566,0.16026062117624773,0.05675049136940547,1
e081fa17d7eb47a0af9d6d5a23e29151,0.9310681449340128,-0.3175634545896589,0.03986142101942066,-0.17514744906087065,0.13517818782418126,0.1504564850688858,0.15770064745085977,0.054582819522341286,1
e081fa17d7eb47a0af9d6d5a23e29151,0.16181858388803225,-0.6780790454560841,0.7026072274461854,-0.1427117302894964,0.201823868876988,0.10198689649847728,0.05545534554273838,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.15940290374618196,-0.7815036881063567,0.3693648493625357,-0.47687766545398125,0.10540647046873855,0.1372904118979154,0.0999199989787662,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.1750474400667881,-0.7028714329563464,-0.6541283152510416,-0.21782169232376852,0.11834204694417486,0.05925180868551746,0.06812219603734829,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.25824614551356606,0.6202692928405142,0.716765446767746,-0.1866071461824221,0.1842870436785329,0.11772051095969491,0.11080755761427906,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.08775277837663387,-0.9024983938630146,0.3297041877633117,0.2628521400582374,0.0781550761789822,0.08845097968495763,0.08908270801581805,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.7182858380083854,-0.3834999330565491,-0.4661003884319272,-0.34604000370740456,0.25797930809629177,0.0029222486312511994,0.0924174358938071,0.05856986855727318,1
e081fa17d7eb47a0af9d6d5a23e29151,0.08861284840512774,-0.9007496514751002,0.28923233072285975,-0.3116768957263879,0.13645527650519004,0.12510938635668026,0.0921867759889778,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.09001623745903176,-0.8564338206471818,-0.4795055580889835,-0.1687975343633983,0.11061591349903498,0.11051379064439083,0.15458633803811486,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.4168744482013376,-0.5702367636887659,0.6676339208904831,-0.23518221754842142,0.12459220651359927,0.12274369892331911,0.0687331189407105,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.16882814203456936,-0.7904646731435138,0.4735299167814123,0.349902953520347,0.14262270517055228,0.20500410974949518,0.12684037475544038,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.23702730837439592,0.6476772967009239,0.7000430592194535,0.1851266854390291,0.1196460604316233,0.07354274902394305,0.07738735849755425,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.23005338780796508,0.661825416189805,0.6886601301836748,0.1865737986392349,0.13030248099089115,0.059293467203017564,0.07315827268297515,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.10523211611159324,-0.8388980679041441,-0.2490799686769748,-0.4723721018532397,0.18979872249853125,0.05976066952158469,0.06168321867259821,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.05140705640427752,-0.9295677843964562,0.33412919048722073,0.14703310113190748,0.07667969244597699,0.12186866676314029,0.08571377581518405,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,0.05959601227098698,-0.7362321311550907,0.6708248692169255,-0.06636685329533562,0.2495828812193803,0.08452568756074023,0.06832259535383163,0.08,0
e081fa17d7eb47a0af9d6d5a23e29151,-0.08205932757598475,-0.9024969162388671,0.3622218706650892,0.21808461511302474,0.11190502321750784,0.11532233401127447,0.10053832075603014,0.08,0
